"transect","strata","x.start","y.start","x.end","y.end"
1,"A",115.808162728874,-21.0311563656018,115.798516729632,-21.0340998518972
2,"A",115.798516729632,-21.0340998518972,115.80811482759,-21.0371787972859
3,"A",115.80811482759,-21.0371787972859,115.79846843332,-21.0401222602101
4,"B",115.694270577424,-20.8496407936446,115.684634549737,-20.8525783778116
5,"B",115.684634549737,-20.8525783778116,115.694218594735,-20.8556630910089
6,"B",115.694218594735,-20.8556630910089,115.684582175427,-20.8586006498209
7,"C",115.80780305608,-21.0763244967314,115.79815409076,-21.0792678076895
8,"C",115.79815409076,-21.0792678076895,115.807755027637,-21.0823468956349
9,"C",115.807755027637,-21.0823468956349,115.798105666251,-21.0852901832055
10,"D",115.913874614669,-21.0499333064758,115.904229155258,-21.0528828271441
11,"D",115.904229155258,-21.0528828271441,115.913830918862,-21.0559559469249
12,"D",115.913830918862,-21.0559559469249,115.904185064687,-21.0589054460975
13,"E",115.635222040258,-21.0027549929336,115.625575083104,-21.0056885984879
14,"E",115.625575083104,-21.0056885984879,115.63516727059,-21.0087770369919
15,"E",115.63516727059,-21.0087770369919,115.625519917936,-21.0117106161059
16,"F",115.86705157111,-20.8779746258938,115.85741652436,-20.8809220090737
17,"F",115.85741652436,-20.8809220090737,115.867006399076,-20.8839972919006
18,"F",115.867006399076,-20.8839972919006,115.857370961183,-20.8869446527885
19,"G",115.788333824218,-21.1032887633708,115.778682764758,-21.1062308550871
20,"G",115.778682764758,-21.1062308550871,115.788284943144,-21.1093110999944
21,"G",115.788284943144,-21.1093110999944,115.778633486873,-21.1122531679709
22,"H",115.982279786524,-20.8967684612961,115.972645453402,-20.8997223787612
23,"H",115.972645453402,-20.8997223787612,115.982239168332,-20.9027913426086
24,"H",115.982239168332,-20.9027913426086,115.972604444396,-20.9057452398243
25,"I",115.6636778906,-21.0481497090744,115.65402841382,-21.0510847861245
26,"I",115.65402841382,-21.0510847861245,115.663624135769,-21.0541717918973
27,"I",115.663624135769,-21.0541717918973,115.653974262632,-21.0571068430026
28,"J",115.816423855787,-21.2028617284497,115.806766700856,-21.2058051075175
29,"J",115.806766700856,-21.2058051075175,115.816375860771,-21.2088840563234
30,"J",115.816375860771,-21.2088840563234,115.806718306924,-21.2118274121296
31,"K",115.836255173243,-21.1307268548772,115.826603107655,-21.1336716279819
32,"K",115.826603107655,-21.1336716279819,115.836208158259,-21.1367492769872
33,"K",115.836208158259,-21.1367492769872,115.826555695544,-21.1396940271988
34,"L",115.934019416676,-20.9235779996718,115.924382530552,-20.9265290730172
35,"L",115.924382530552,-20.9265290730172,115.93397681288,-20.9296007693659
36,"L",115.93397681288,-20.9296007693659,115.924339535013,-20.9325518215994
37,"M",115.636612126761,-20.8491913879225,115.626975208227,-20.8521256668949
38,"M",115.626975208227,-20.8521256668949,115.636557850315,-20.8552135436851
39,"M",115.636557850315,-20.8552135436851,115.626920539799,-20.8581477962783
40,"N",115.642292192062,-21.2828533595442,115.632626849483,-21.2857862964488
41,"N",115.632626849483,-21.2857862964488,115.642236909197,-21.2888752223224
42,"N",115.642236909197,-21.2888752223224,115.63257116472,-21.2918081328458
43,"O",115.768483964043,-21.175417314951,115.758827822715,-21.1783580032486
44,"O",115.758827822715,-21.1783580032486,115.76843409618,-21.1814395556038
45,"O",115.76843409618,-21.1814395556038,115.758777556253,-21.1843802197924
46,"P",116.116718016248,-20.9246208970318,116.107084185668,-20.9275824213946
47,"P",116.107084185668,-20.9275824213946,116.11668271177,-20.9306439944039
48,"P",116.11668271177,-20.9306439944039,116.107048490634,-20.9336055008991
49,"Q",115.74254553193,-20.8228995736646,115.73291201436,-20.8258400203248
50,"Q",115.73291201436,-20.8258400203248,115.742495540991,-20.8289220039139
51,"Q",115.742495540991,-20.8289220039139,115.732861632721,-20.8318624260828
52,"R",115.662707393076,-21.1565465263543,115.653050760664,-21.1594811360338
53,"R",115.653050760664,-21.1594811360338,115.662653295627,-21.162568529879
54,"R",115.662653295627,-21.162568529879,115.652996264362,-21.1655031135708
55,"S",115.895160221374,-20.9775376216504,115.885519173345,-20.9804862949952
56,"S",115.885519173345,-20.9804862949952,115.895115940082,-20.9835602754873
57,"S",115.895115940082,-20.9835602754873,115.885474498821,-20.9865089270187
58,"T",116.088469815605,-20.8250882805582,116.078841922601,-20.8280484596403
59,"T",116.078841922601,-20.8280484596403,116.088433571594,-20.8311114011941
60,"T",116.088433571594,-20.8311114011941,116.07880529011,-20.8340715619256
