"transect","strata","x.start","y.start","x.end","y.end"
1,"A",115.848239774207,-20.8236423801903,115.838607932789,-20.8265888667329
2,"A",115.838607932789,-20.8265888667329,115.848193982845,-20.8296650447419
3,"A",115.848193982845,-20.8296650447419,115.838561751397,-20.8326115086699
4,"B",115.721567420605,-21.0305272989544,115.711920039384,-21.0334657884327
5,"B",115.711920039384,-21.0334657884327,115.72151604119,-21.036549533828
6,"B",115.72151604119,-21.036549533828,115.711868264391,-21.0394879983952
7,"C",116.001627020157,-20.8788130921807,115.991994177188,-20.881768168474
8,"C",115.991994177188,-20.881768168474,116.001587211491,-20.8848360221006
9,"C",116.001587211491,-20.8848360221006,115.991953978245,-20.8877910784915
10,"D",115.797960290076,-21.1033572834857,115.788309385838,-21.1062999322304
11,"D",115.788309385838,-21.1062999322304,115.797911797125,-21.1093796414863
12,"D",115.797911797125,-21.1093796414863,115.788260496137,-21.1123222666626
13,"E",115.828462543508,-20.8957833655426,115.818825703663,-20.8987284789989
14,"E",115.818825703663,-20.8987284789989,115.82841578952,-20.9018059370109
15,"E",115.82841578952,-20.9018059370109,115.818778557874,-20.904751027486
16,"F",115.856479240152,-21.0043853377691,115.846835794092,-21.0073316987109
17,"F",115.846835794092,-21.0073316987109,115.856433344545,-21.0104078924382
18,"F",115.856433344545,-21.0104078924382,115.846789504387,-21.0133542308735
19,"G",115.92491868874,-20.851244350751,115.915286335825,-20.8541951285058
20,"G",115.915286335825,-20.8541951285058,115.924875883662,-20.857267153381
21,"G",115.924875883662,-20.857267153381,115.915243140591,-20.860217909877
22,"H",115.701697415281,-21.102647501989,115.692044972847,-21.1055845770398
23,"H",115.692044972847,-21.1055845770398,115.701645041432,-21.1086696385509
24,"H",115.701645041432,-21.1086696385509,115.691992201637,-21.1116066883206
25,"I",115.64581708823,-20.8944338782643,115.636177374621,-20.8973685116677
26,"I",115.636177374621,-20.8973685116677,115.645763050249,-20.900456025282
27,"I",115.645763050249,-20.900456025282,115.636122943684,-20.9033906324591
28,"J",116.030175177321,-20.924151253815,116.020539885452,-20.9271078311915
29,"J",116.020539885452,-20.9271078311915,116.030136415019,-20.9301742036248
30,"J",116.030136415019,-20.9301742036248,116.020500732029,-20.9331307615971
31,"K",115.972111199732,-20.9780192354116,115.962471419185,-20.9809723273688
32,"K",115.962471419185,-20.9809723273688,115.972070001214,-20.9840420402486
33,"K",115.972070001214,-20.9840420402486,115.962429827932,-20.9869951117598
34,"L",115.672819349849,-21.102423916802,115.663166452038,-21.1053593182731
35,"L",115.663166452038,-21.1053593182731,115.672765811876,-21.1084459836099
36,"L",115.672765811876,-21.1084459836099,115.663112516521,-21.111381359286
37,"M",115.684424940755,-20.8766674396897,115.674787000168,-20.8796043582945
38,"M",115.674787000168,-20.8796043582945,115.684372491939,-20.8826896942561
39,"M",115.684372491939,-20.8826896942561,115.674734159051,-20.8856265873248
40,"N",116.098079426268,-20.825139115636,116.088451695212,-20.8280998414124
41,"N",116.088451695212,-20.8280998414124,116.098043564224,-20.8311622523072
42,"N",116.098043564224,-20.8311622523072,116.088415444751,-20.8341229599033
43,"O",116.126019303717,-20.9788782339104,116.116382117664,-20.9818401482138
44,"O",116.116382117664,-20.9818401482138,116.125984271863,-20.9849013080713
45,"O",116.125984271863,-20.9849013080713,116.116346694079,-20.9878632046625
46,"P",115.700830880489,-21.2020121921384,115.69117186385,-21.2049488497541
47,"P",115.69117186385,-21.2049488497541,115.70077820115,-21.2080342559897
48,"P",115.70077820115,-21.2080342559897,115.69111878486,-21.2109708882858
49,"Q",115.70255891755,-21.0032816145781,115.69291301158,-21.0062191064326
50,"Q",115.69291301158,-21.0062191064326,115.702506848271,-21.0093038235689
51,"Q",115.702506848271,-21.0093038235689,115.692860547224,-21.0122412901805
52,"R",116.049861587069,-20.8519832671488,116.040231298993,-20.8549411730124
53,"R",116.040231298993,-20.8549411730124,116.04982375473,-20.8580063026079
54,"R",116.04982375473,-20.8580063026079,116.040193077307,-20.8609641894306
55,"S",115.77848554884,-21.1303200803066,115.768832547451,-21.1332615073015
56,"S",115.768832547451,-21.1332615073015,115.778436201359,-21.1363423756431
57,"S",115.778436201359,-21.1363423756431,115.768782802474,-21.1392837787171
58,"T",115.67193355443,-21.2017874553122,115.662274079402,-21.2047224308646
59,"T",115.662274079402,-21.2047224308646,115.671879704179,-21.2078094493193
60,"T",115.671879704179,-21.2078094493193,115.662219829317,-21.2107443990377
