"transect","strata","x.start","y.start","x.end","y.end"
1,"A",115.846093190849,-21.1036916899176,115.836443067399,-21.1066371226628
2,"A",115.836443067399,-21.1066371226628,115.846046638613,-21.1097141522477
3,"A",115.846046638613,-21.1097141522477,115.836396118721,-21.1126595622805
4,"B",115.710227960793,-21.2291853622581,115.700567298321,-21.2321224672268
5,"B",115.700567298321,-21.2321224672268,115.710175588917,-21.2352074291786
6,"B",115.710175588917,-21.2352074291786,115.700514526228,-21.238144508989
7,"C",116.116399824751,-20.9788286183724,116.106762474217,-20.9817899818646
8,"C",116.106762474217,-20.9817899818646,116.11636440744,-20.9848516769772
9,"C",116.11636440744,-20.9848516769772,116.106726665112,-20.9878130225863
10,"D",115.675288055147,-20.8223929649693,115.665653490411,-20.8253295633091
11,"D",115.665653490411,-20.8253295633091,115.675235392201,-20.8284152354212
12,"D",115.675235392201,-20.8284152354212,115.665600436341,-20.8313518080751
13,"E",115.836255173243,-21.1307268548772,115.826603107655,-21.1336716279819
14,"E",115.826603107655,-21.1336716279819,115.836208158259,-21.1367492769872
15,"E",115.836208158259,-21.1367492769872,115.826555695544,-21.1396940271988
16,"F",115.661812344768,-21.2559090192624,115.652149113498,-21.2588431998415
17,"F",115.652149113498,-21.2588431998415,115.66175793226,-21.261930949802
18,"F",115.66175793226,-21.261930949802,115.652094299841,-21.2648651043541
19,"G",116.039329491805,-20.9964809196216,116.029689659281,-20.9994378160527
20,"G",116.029689659281,-20.9994378160527,116.039290950098,-21.0025038346783
21,"G",116.039290950098,-21.0025038346783,116.029650724863,-21.0054607118538
22,"H",115.866304178375,-20.9773480604681,115.856662660159,-20.9802950755655
23,"H",115.856662660159,-20.9802950755655,115.866258741146,-20.9833706548721
24,"H",115.866258741146,-20.9833706548721,115.856616829514,-20.9863176476434
25,"I",115.788333824218,-21.1032887633708,115.778682764758,-21.1062308550871
26,"I",115.778682764758,-21.1062308550871,115.788284943144,-21.1093110999944
27,"I",115.788284943144,-21.1093110999944,115.778633486873,-21.1122531679709
28,"J",116.069084042212,-20.8520888570729,116.059454076436,-20.8550478584057
29,"J",116.059454076436,-20.8550478584057,116.069046974996,-20.8581119258031
30,"J",116.069046974996,-20.8581119258031,116.059416619998,-20.8610709084361
31,"K",115.885004460253,-21.0497463006802,115.875358526565,-21.0526941574053
32,"K",115.875358526565,-21.0526941574053,115.884959603552,-21.0557688826629
33,"K",115.884959603552,-21.0557688826629,115.875313274915,-21.0587167173791
34,"L",115.789210736432,-20.9948859558147,115.779566795905,-20.9978284744716
35,"L",115.779566795905,-20.9978284744716,115.789162165421,-21.0009083711575
36,"L",115.789162165421,-21.0009083711575,115.779517830573,-21.003850866114
37,"M",115.739973244956,-21.130037956887,115.73031962594,-21.132977151623
38,"M",115.73031962594,-21.132977151623,115.73992234262,-21.1360601642986
39,"M",115.73992234262,-21.1360601642986,115.730268325862,-21.1389993344284
40,"N",115.963238202956,-20.8695500356216,115.953605309682,-20.8725029462967
41,"N",115.953605309682,-20.8725029462967,115.963196883807,-20.8755729000101
42,"N",115.963196883807,-20.8755729000101,115.953563600213,-20.8785257901031
43,"O",115.847689201706,-20.8959140691051,115.838052670869,-20.8988602841348
44,"O",115.838052670869,-20.8988602841348,115.847643214603,-20.9019366816837
45,"O",115.847643214603,-20.9019366816837,115.838006292087,-20.9048828740736
46,"P",115.692545370979,-21.0483743005695,115.682896347003,-21.051311046802
47,"P",115.682896347003,-21.051311046802,115.692492776555,-21.0543964536083
48,"P",115.692492776555,-21.0543964536083,115.682843356404,-21.0573331744094
49,"Q",115.644187587311,-21.0750963819773,115.634536024977,-21.0780302275529
50,"Q",115.634536024977,-21.0780302275529,115.644132972135,-21.0811183973287
51,"Q",115.644132972135,-21.0811183973287,115.6344810127,-21.0840522166063
52,"R",115.972665952445,-20.8967109466103,115.963031460332,-20.8996643144016
53,"R",115.963031460332,-20.8996643144016,115.972624950719,-20.9027338098325
54,"R",115.972624950719,-20.9027338098325,115.962990067731,-20.9056871572037
55,"S",115.74254553193,-20.8228995736646,115.73291201436,-20.8258400203248
56,"S",115.73291201436,-20.8258400203248,115.742495540991,-20.8289220039139
57,"S",115.742495540991,-20.8289220039139,115.732861632721,-20.8318624260828
58,"T",115.664562104555,-20.9487847086586,115.654919147701,-20.9517202134579
59,"T",115.654919147701,-20.9517202134579,115.664508662807,-20.9548068638758
60,"T",115.664508662807,-20.9548068638758,115.654865311875,-20.9577423427691
