"transect","strata","x.start","y.start","x.end","y.end"
1,"A",115.749891599666,-20.9855677555289,115.740247622816,-20.9885080414073
2,"A",115.740247622816,-20.9885080414073,115.749841475964,-20.9915900882285
3,"A",115.749841475964,-20.9915900882285,115.74019710475,-20.9945303497097
4,"B",115.751387071335,-20.8048957476782,115.74175486132,-20.8078367644356
5,"B",115.74175486132,-20.8078367644356,115.751337478742,-20.8109182109926
6,"B",115.751337478742,-20.8109182109926,115.741704878495,-20.8138592034197
7,"C",116.039963661157,-20.752544126886,116.030339602659,-20.75550174968
8,"C",116.030339602659,-20.75550174968,116.039925633889,-20.7585672146617
9,"C",116.039925633889,-20.7585672146617,116.030301188236,-20.761524818258
10,"D",115.709937299585,-21.1569132205475,115.700281414281,-21.1598505739437
11,"D",115.700281414281,-21.1598505739437,115.70988511141,-21.1629353382332
12,"D",115.70988511141,-21.1629353382332,115.700228827552,-21.1658726664824
13,"E",115.6635654837,-20.9578107589245,115.653921921428,-20.960746172074
14,"E",115.653921921428,-20.960746172074,115.663511976863,-20.9638329053191
15,"E",115.663511976863,-20.9638329053191,115.653868020301,-20.9667682925429
16,"F",115.751832610611,-20.7506933827756,115.742203906516,-20.7536346184059
17,"F",115.742203906516,-20.7536346184059,115.751783176791,-20.7567158850921
18,"F",115.751783176791,-20.7567158850921,115.742154083698,-20.7596570964121
19,"G",116.126252888795,-20.7801097183116,116.116628537288,-20.7830721642111
20,"G",116.116628537288,-20.7830721642111,116.12621822897,-20.7861329327062
21,"G",116.12621822897,-20.7861329327062,116.116593490256,-20.7890953609334
22,"H",115.806452629823,-21.1305194659558,115.796800080069,-21.1334625132013
23,"H",115.796800080069,-21.1334625132013,115.806404411512,-21.1365418234319
24,"H",115.806404411512,-21.1365418234319,115.79675146444,-21.139484847254
25,"I",115.817223772403,-20.986048643284,115.807580871362,-20.9889928055868
26,"I",115.807580871362,-20.9889928055868,115.81717634684,-20.9920711267009
27,"I",115.81717634684,-20.9920711267009,115.807533051862,-20.9950152658033
28,"J",116.000770679919,-20.8697733420675,115.991138406911,-20.872728395919
29,"J",115.991138406911,-20.872728395919,116.000730855973,-20.8757962767686
30,"J",116.000730855973,-20.8757962767686,115.991098192888,-20.8787513107043
31,"K",115.963125689624,-20.7520978001597,115.953500365186,-20.7550510597963
32,"K",115.953500365186,-20.7550510597963,115.963084620065,-20.7581207467444
33,"K",115.963084620065,-20.7581207467444,115.953458907976,-20.7610739858202
34,"L",115.787416438942,-21.1032822050007,115.777765364705,-21.106224243629
35,"L",115.777765364705,-21.106224243629,115.787367520881,-21.1093045395781
36,"L",115.787367520881,-21.1093045395781,115.777716049827,-21.1122465544504
37,"M",115.837159718863,-20.8958427571604,115.827523018645,-20.898788368952
38,"M",115.827523018645,-20.898788368952,115.837113311773,-20.9018653473092
39,"M",115.837113311773,-20.9018653473092,115.827476219809,-20.9048109362741
40,"N",116.125207712288,-20.9608042851161,116.115571684931,-20.9637662001069
41,"N",116.115571684931,-20.9637662001069,116.125172680961,-20.9668273707302
42,"N",116.125172680961,-20.9668273707302,116.115536262281,-20.9697892679976
43,"O",116.019053887891,-21.0144346152304,116.009412537599,-21.017390296065
44,"O",116.009412537599,-21.017390296065,116.019014495975,-21.0204574812901
45,"O",116.019014495975,-21.0204574812901,116.009372752427,-21.0234131425055
46,"P",115.768461428932,-21.0670095821641,115.758812423973,-21.0699506510379
47,"P",115.758812423973,-21.0699506510379,115.768411839837,-21.0730318997417
48,"P",115.768411839837,-21.0730318997417,115.758762438769,-21.0759729445303
49,"Q",115.808747167203,-20.8414411710655,115.799113526134,-20.8443853400873
50,"Q",115.799113526134,-20.8443853400873,115.808699761677,-20.8474637377881
51,"Q",115.808699761677,-20.8474637377881,115.799065729916,-20.8504078834902
52,"R",116.106185641162,-20.9245660852289,116.096551631404,-20.9275270078825
53,"R",116.096551631404,-20.9275270078825,116.106149915844,-20.930589165379
54,"R",116.106149915844,-20.930589165379,116.096515515462,-20.9335500699781
55,"S",115.642530993634,-21.156385857472,115.632874044348,-21.1593192944795
56,"S",115.632874044348,-21.1593192944795,115.642476080596,-21.1624078109766
57,"S",115.642476080596,-21.1624078109766,115.63281873233,-21.1653412216373
58,"T",115.662599455997,-21.0662087228544,115.652948775375,-21.0691436689792
59,"T",115.652948775375,-21.0691436689792,115.662545607241,-21.0722307902281
60,"T",115.662545607241,-21.0722307902281,115.652894529841,-21.0751657103847
